wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConvolution,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cI                                                                                                          rFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConvolution,UnrolledInputImplicitInPaddingConvolution,UnrolledInputExplicitOutPaddingConvolution,UnrolledInputExplicitPaddingConvolution,PartiallyUnrolledInputImplicitInPaddingConvolution,VirtuallyUnrolledInputExplicitOutPaddingConvolution,VirtuallyUnrolledInputExplicitPaddingConvolution
128,3,3,256,32,32,1,1,36905.2,241.3,243.233,239.967,239.133,blas_bug,281.45,302.85,278.4,226.767,234.633,184.233,238.267,166.867,171.133,167.225
256,3,3,256,32,32,1,1,73812.5,463.5,468.2,465.9,469.15,blas_bug,500.8,535.8,510.1,434.9,374.25,334.55,395.85,309.85,330.5,330.05
512,3,3,256,32,32,1,1,149663,929.9,930.9,906.6,918.5,blas_bug,968.4,954,965.5,881.4,684.5,664.4,713.1,602.3,634.6,635.1
32,3,3,512,32,32,1,1,18497.1,146.525,142.75,146.025,142.3,blas_bug,214.767,261.6,216,98.45,259.7,131.925,245.667,109.94,103.32,100.367
64,3,3,512,32,32,1,1,37039,255.7,257.05,251.85,257.5,blas_bug,323.55,377.9,329.2,195.867,326.15,204.867,314.55,181.433,176.4,179.9
128,3,3,512,32,32,1,1,74072.5,485.6,480.55,477.3,475.9,blas_bug,560.7,594.6,551.9,382.65,455.6,364.1,475.65,319.7,329,326.6
256,3,3,512,32,32,1,1,148151,921.5,931.7,920,924.7,blas_bug,1011.2,1062.9,999.5,784.9,754.3,682.3,788.3,616.3,645.5,648.9
512,3,3,512,32,32,1,1,297113,1821.7,1848.5,1813.9,1828.1,blas_bug,1918.8,1931.1,1914.7,1520.9,1338.3,1311.6,1425,1193.2,1275.6,1281
32,3,3,3,64,64,1,1,475.5,11.5773,10.3714,11.7512,10.3408,blas_bug,4.98515,6.692,4.98218,52.83,6.68133,4.49643,6.96301,8.53898,7.75231,9.61538
64,3,3,3,64,64,1,1,950.8,15.8688,14.2972,16.0312,14.2028,blas_bug,8.78421,10.9065,8.66034,105.94,9.73077,7.59545,10.7085,24.0571,20.8417,25.69
128,3,3,3,64,64,1,1,1901.7,25.135,20.956,24.5429,20.9833,blas_bug,16.1594,20.196,15.7,211.5,15.6687,14.4371,16.4161,51.4,45.5417,54.06
256,3,3,3,64,64,1,1,3807.1,38.6154,34.7933,39.7,35.3867,blas_bug,29.9824,34.58,30.1353,410.5,25.77,24.5667,26.6895,91.95,78.4,95.1
512,3,3,3,64,64,1,1,7611.8,68.6875,63.5125,66.975,62.6,blas_bug,58.6444,61.8778,58.6222,761.1,44.4,44.4833,47.0182,152.025,124.9,163.725
32,3,3,32,64,64,1,1,4660.8,47.0818,41.7417,46.4545,42.4917,blas_bug,45.4417,60.6111,45.6273,66.7625,67.6625,31.8562,58.5889,35.9357,31.2563,33.98
64,3,3,32,64,64,1,1,9317.9,77.0429,71.7714,74.5429,70.6625,blas_bug,73.9143,86.65,75.3857,127.475,83.95,49.5545,77.2571,57.4111,52.19,55.9
128,3,3,32,64,64,1,1,18631.6,133.275,128.05,133.475,127.15,blas_bug,130.1,145.825,133.7,247.633,120.84,89.7333,116.46,107.46,103.84,108.52
256,3,3,32,64,64,1,1,37275.3,254.15,248.2,253.4,246.2,blas_bug,248.233,265,248.667,521.7,192.233,169.833,192.233,193.5,177.733,200.467
512,3,3,32,64,64,1,1,74624.3,483.8,487.55,482.65,479.55,blas_bug,477.05,496.6,483.45,989.1,352.05,329.55,354.3,369.15,347,378.5
32,3,3,64,64,64,1,1,9257.4,80.0429,78.8857,79.4857,76.4571,blas_bug,88.3667,117.08,89.9833,84.25,134.55,64.5375,116.92,61.1667,53.37,56.29
64,3,3,64,64,64,1,1,18509.4,136.25,130.15,136.25,133.575,blas_bug,146.3,169.8,149.725,163.85,161.225,100.52,150.8,97.4833,93.0167,94.2667
128,3,3,64,64,64,1,1,37027.8,248.133,246.067,251.467,245.6,blas_bug,264.2,287.3,254.25,341.95,239.033,175.8,233.067,184.2,181.567,183
256,3,3,64,64,64,1,1,74118.2,474,471.9,473.95,478.35,blas_bug,490.55,505.9,484.6,647.8,381.95,332.5,391.1,340.7,327.75,351.45
512,3,3,64,64,64,1,1,148292,920,934.2,924.2,929.3,blas_bug,960.9,963.2,930,1310.2,685.4,649.5,690.3,646.6,635.4,678.7
32,3,3,128,64,64,1,1,18453,151.15,143.65,157.9,144.075,blas_bug,173.967,233.3,180.033,123.46,265.95,126.7,238.467,108.36,97.9,99.3
64,3,3,128,64,64,1,1,36913.6,256.8,259.1,263.05,259.45,blas_bug,288.05,338.4,287.2,242.533,314.35,199.2,290.8,178.9,171.333,169.2
128,3,3,128,64,64,1,1,74526.5,483,485.65,477.95,477.8,blas_bug,512.7,564.7,502.5,502.6,474.7,356.1,462.05,335.15,327.5,331.9
256,3,3,128,64,64,1,1,147863,924.1,926.7,924.1,922.7,blas_bug,956.7,1010.7,964.7,948.3,737.1,651.6,769.2,641.3,624.3,634.7
512,3,3,128,64,64,1,1,299318,1815.3,1832.7,1815,1830.4,blas_bug,1865.2,1898.9,1860.9,1909.5,1335.4,1280.1,1404.6,1226.6,1233.9,1266.3
32,3,3,256,64,64,1,1,36893.1,299.25,281.9,298.7,282.65,blas_bug,351.4,473.45,353.85,203.7,525.3,252.3,441.25,225.633,205.333,209.8
64,3,3,256,64,64,1,1,73914.7,518.4,507.2,506.1,504.4,blas_bug,574.4,679.7,575.9,403.8,641,393.95,587.7,366.9,344.8,344.05
128,3,3,256,64,64,1,1,148348,967.1,964.5,959.5,954.8,blas_bug,1029.8,1114.2,1035.4,787.3,905.5,716,886.8,662.9,658,659.8
256,3,3,256,64,64,1,1,299265,1851.3,1854,1849.1,1848.6,blas_bug,1918.1,2007.8,1911.7,1575.5,1480.4,1306.6,1476.1,1254.6,1265.8,1267.7
512,3,3,256,64,64,1,1,598565,3630,3651.7,3642.3,3646.9,blas_bug,3730.7,3809.2,3725.5,3152.1,2650.8,2551.4,2736.6,2421.3,2466.5,2478.2
32,3,3,512,64,64,1,1,73972.6,589.5,561.1,584.6,557.3,blas_bug,717.8,922,723.3,370.4,997.8,489.15,877.5,445.9,404.55,409.2
64,3,3,512,64,64,1,1,149779,1017.7,1006.7,1032.9,1008,blas_bug,1148.9,1345.8,1145.3,703.8,1262.3,777.8,1159.1,702.3,677.1,693.8
128,3,3,512,64,64,1,1,298309,1904.7,1907,1902.4,1928.5,blas_bug,2057.1,2238.3,2042,1453.5,1806.7,1396.6,1758.9,1289,1285,1295.8
256,3,3,512,64,64,1,1,593667,3694.2,3695.7,3689.6,3702.6,blas_bug,3840.6,4021.8,3848,2822.9,2892.3,2612.5,2927.8,2461,2482.6,2479
512,3,3,512,64,64,1,1,1.19E+06,7264.2,7299.1,7250.4,7265.7,blas_bug,7458.2,7592.1,7417.5,5747,5298.5,5071.8,5461.3,4787.2,4913.8,4904
32,3,3,3,128,128,1,1,1902,50.06,41.4,50.63,41.3769,blas_bug,18.6444,29.4529,18.9111,178.667,33.5,22.5261,32.6375,82.1714,76.6571,84.85
64,3,3,3,128,128,1,1,3803.5,66.4,58.8222,66.65,57.9,blas_bug,32.3937,42.6333,33.5,355.1,43.3833,32.05,42.6417,114.72,102.92,115.6
128,3,3,3,128,128,1,1,7607.6,100.65,85.25,100.54,84.4167,blas_bug,61.4667,77.9,61.4778,719.4,64.1,55.9,65.675,212.267,183.2,210.4
256,3,3,3,128,128,1,1,15228.2,157.575,138.075,158.8,140.225,blas_bug,117,135.575,117.36,1444.3,100.42,93.15,102.78,360.9,295.85,365.1
512,3,3,3,128,128,1,1,30448.9,265.6,250.967,261.1,257.4,blas_bug,230.333,243.9,230.667,2864.3,171.467,170.433,181.267,591.7,489.5,605.4
32,3,3,32,128,128,1,1,18645.5,185.7,167.5,187.967,168.7,blas_bug,163.5,225.567,161.225,250.55,279.35,125.36,227.367,151.65,137.725,141.275
64,3,3,32,128,128,1,1,37269.6,294.35,284.4,294.35,280.65,blas_bug,280.9,343.9,280.9,473.45,328.8,197.067,306.55,227.4,208.633,220
128,3,3,32,128,128,1,1,74528.4,528.7,513.4,533.8,508.3,blas_bug,515.9,577.7,509.9,953.3,488.15,354.75,453.5,431,396.1,421.8
256,3,3,32,128,128,1,1,150150,990.9,978.6,989.8,971.3,blas_bug,969,1029.8,968,1834.5,768.4,655.1,750.4,766.7,704.2,762.9
512,3,3,32,128,128,1,1,298472,1910.3,1921.6,1909.8,1912.2,blas_bug,1902,1942.2,1927.2,3683.8,1386.6,1278,1391.5,1477.2,1351.9,1487.1
32,3,3,64,128,128,1,1,37299.7,322.45,300.25,322.8,301.3,blas_bug,327.95,447.35,327.8,319.9,525.7,250.767,433.25,242.067,217.467,220.533
64,3,3,64,128,128,1,1,74162.8,541.9,519.5,541.6,530,blas_bug,556.1,659.4,553.4,649.3,636.1,389.45,577.6,384.5,360.95,369.8
128,3,3,64,128,128,1,1,148492,995.1,981,986.2,987.7,blas_bug,1006.5,1104.3,1008,1239.5,927.6,701.4,880.8,742.7,689,716.8
256,3,3,64,128,128,1,1,296440,1897.5,1891.4,1895.6,1890.4,blas_bug,1928.3,2025.5,1921.3,2482.3,1529.2,1307.1,1447.5,1346.2,1290,1345.7
512,3,3,64,128,128,1,1,600015,3697.7,3703.8,3710.9,3693.1,blas_bug,3727.3,3837.4,3729.9,4897.7,2704.1,2528.4,2703.7,2625.2,2514,2654.1
32,3,3,128,128,128,1,1,73806.4,608.6,577.6,603.4,576.6,blas_bug,642.6,873.8,640.3,475.7,1032.3,506.2,844.5,434.75,390.9,398.75
64,3,3,128,128,128,1,1,147636,1029,1016.9,1031.1,1017.8,blas_bug,1100,1302.4,1098.5,911.6,1276.3,763.7,1142.8,709,665.5,678.1
128,3,3,128,128,128,1,1,295551,1918,1918.7,1919,1921.5,blas_bug,1995.6,2191,1991.2,1803.2,1838.7,1402.7,1745.9,1329.9,1271.1,1296.2
256,3,3,128,128,128,1,1,598515,3716,3710.5,3723.1,3713.9,blas_bug,3787,3988.8,3791.8,3602.7,3003.5,2601.6,2894.5,2524.4,2467.2,2527.4
512,3,3,128,128,128,1,1,1.20E+06,7294.4,7312,7272.5,7307.5,blas_bug,7394.1,7556.5,7371.6,mem,5372,5033,5399.6,4922.2,4871.1,4982.6
32,3,3,256,128,128,1,1,147517,mem,mem,mem,mem,blas_bug,mem,mem,mem,776.6,mem,mem,mem,887.9,822.8,828.5
64,3,3,256,128,128,1,1,295583,mem,mem,mem,mem,blas_bug,mem,mem,mem,1496.4,mem,mem,mem,1432.6,1354.4,1356.1
128,3,3,256,128,128,1,1,598490,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,mem,mem,mem,2644.6,2565.6,2577.7
256,3,3,256,128,128,1,1,1.20E+06,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,mem,mem,mem,5005,4948.3,4971.5
512,3,3,256,128,128,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,128,128,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,128,128,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,128,128,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,128,128,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,128,128,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,256,256,1,1,7608.2,194.267,161.3,194.867,161.275,blas_bug,73.8571,116.04,73.8,676.2,135.5,89.1167,128.275,322.8,293.55,312.75
64,3,3,3,256,256,1,1,15214.2,250.6,218.867,259,219.433,blas_bug,130.15,176.4,127.225,1358.3,163.2,122.06,158.7,442.65,399.05,454.8
128,3,3,3,256,256,1,1,30429.3,397.85,330.65,395.45,331.3,blas_bug,242.6,316.9,244.2,2740.8,258.65,218.933,251.2,825.5,715.5,828.4
256,3,3,3,256,256,1,1,60899.5,638.4,555.8,616.5,557.5,blas_bug,467.15,563.3,473.35,mem,415.4,369.15,405,1402.1,1152.1,1417.4
512,3,3,3,256,256,1,1,121824,1086.2,1015.7,1057.2,1027.8,blas_bug,913.9,962.8,928.7,mem,722.5,663.5,713.7,2397.6,1894.7,2381.5
32,3,3,32,256,256,1,1,74600.3,739.3,667.9,734.9,670.8,blas_bug,636.3,893.5,621.1,897.6,1037.5,491.55,876.5,603.4,549,561.5
64,3,3,32,256,256,1,1,149125,1195.8,1138.8,1181.2,1148.2,blas_bug,1100.6,1370.8,1091.6,1771.6,1336.6,778.7,1141.2,915.4,818.7,865.3
128,3,3,32,256,256,1,1,299033,2152.5,2089.3,2135,2082.7,blas_bug,2052.4,2265.4,2028,mem,1898.2,1427.6,1744.3,1697.6,1561.8,1662.9
256,3,3,32,256,256,1,1,600452,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,3123.4,2635.3,3004.4,3069.9,2793,2998.6
512,3,3,32,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,256,256,1,1,148153,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,mem,mem,mem,963.1,860.7,875.3
64,3,3,64,256,256,1,1,298315,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,mem,mem,mem,1540.6,1436.7,1488.3
128,3,3,64,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,256,256,1,1,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,4,4,2,2,1.86828,0.0742832,0.0787774,0.0748727,0.0756315,blas_bug,n/a,n/a,n/a,0.759484,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,4,4,2,2,3.73582,0.116904,0.126263,0.118399,0.120685,blas_bug,n/a,n/a,n/a,1.51606,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,4,4,2,2,7.47164,0.204666,0.224764,0.206271,0.211013,blas_bug,n/a,n/a,n/a,2.506,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,4,4,2,2,14.9294,0.381756,0.426877,0.382632,0.392314,blas_bug,n/a,n/a,n/a,6.58289,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,4,4,2,2,29.8647,0.731287,0.844013,0.732796,0.753916,blas_bug,n/a,n/a,n/a,17.0833,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,4,4,2,2,18.2893,0.465302,0.509786,0.474668,0.473321,blas_bug,n/a,n/a,n/a,1.02793,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,4,4,2,2,36.5643,0.296443,0.336315,0.30581,0.296795,blas_bug,n/a,n/a,n/a,2.04163,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,4,4,2,2,72.7714,0.555889,0.642436,0.54145,0.545474,blas_bug,n/a,n/a,n/a,4.24322,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,4,4,2,2,145.55,1.04509,1.2602,1.02922,1.07131,blas_bug,n/a,n/a,n/a,10.5583,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,4,4,2,2,291.4,2.28136,3.13937,2.44341,2.23067,blas_bug,n/a,n/a,n/a,22.8261,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,4,4,2,2,36.3286,0.319209,0.358566,0.308513,0.320718,blas_bug,n/a,n/a,n/a,1.43908,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,4,4,2,2,72.3,0.560694,0.639514,0.551378,0.568523,blas_bug,n/a,n/a,n/a,2.83616,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,4,4,2,2,144.575,1.12472,1.30755,1.05729,1.03921,blas_bug,n/a,n/a,n/a,6.41899,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,4,4,2,2,289.45,2.38619,2.80955,2.29772,2.09916,blas_bug,n/a,n/a,n/a,13.7297,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,4,4,2,2,579.1,4.75,6.50779,5.033,4.5945,blas_bug,n/a,n/a,n/a,28.8833,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,4,4,2,2,72.0857,0.629057,0.655105,0.590319,0.585948,blas_bug,n/a,n/a,n/a,2.27545,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,4,4,2,2,144.15,1.07173,1.25175,1.05084,1.0952,blas_bug,n/a,n/a,n/a,4.62385,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,4,4,2,2,288.65,2.37393,2.75714,2.14807,2.20391,blas_bug,n/a,n/a,n/a,9.86471,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,4,4,2,2,577.6,4.66019,5.6,4.56364,4.16917,blas_bug,n/a,n/a,n/a,20.2962,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,4,4,2,2,1155.3,9.65472,13.2053,10.16,8.9875,blas_bug,n/a,n/a,n/a,43.2833,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,4,4,2,2,144.1,1.19809,1.26904,1.20773,1.13895,blas_bug,n/a,n/a,n/a,4.11721,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,4,4,2,2,288.55,2.28995,2.45512,2.20396,2.17662,blas_bug,n/a,n/a,n/a,8.2459,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,4,4,2,2,577.5,4.82019,5.43804,4.32586,4.20756,blas_bug,n/a,n/a,n/a,16.7033,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,4,4,2,2,1155.1,9.34815,11.4886,8.53729,8.49492,blas_bug,n/a,n/a,n/a,34.8,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,4,4,2,2,2312.1,19.4308,27.0053,18.4464,17.7552,blas_bug,n/a,n/a,n/a,70.2625,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,4,4,2,2,289.35,2.40913,2.68182,2.34252,2.36509,blas_bug,n/a,n/a,n/a,7.59851,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,4,4,2,2,579.9,4.56091,4.88252,4.34052,4.3886,blas_bug,n/a,n/a,n/a,15.1758,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,4,4,2,2,1159.9,9.65962,10.817,8.34667,8.83158,blas_bug,n/a,n/a,n/a,30.3,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,4,4,2,2,2340.5,18.0571,22.3783,17.431,16.6548,blas_bug,n/a,n/a,n/a,61.7778,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,4,4,2,2,4681.7,37.6714,52.94,38.9923,35.14,blas_bug,n/a,n/a,n/a,122.3,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,8,8,2,2,7.47164,0.276549,0.279855,0.277162,0.276146,blas_bug,n/a,n/a,n/a,2.2426,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,8,8,2,2,14.9412,0.441395,0.447406,0.442263,0.441571,blas_bug,n/a,n/a,n/a,4.14298,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,8,8,2,2,29.8353,0.774303,0.792393,0.775504,0.775194,blas_bug,n/a,n/a,n/a,10.8935,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,8,8,2,2,59.4667,0.495837,0.527848,0.490196,0.50802,blas_bug,n/a,n/a,n/a,23.5045,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,8,8,2,2,118.96,0.875,0.919485,0.879789,0.896774,blas_bug,n/a,n/a,n/a,48.5636,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,8,8,2,2,72.8571,0.658553,0.678833,0.65643,0.633714,blas_bug,n/a,n/a,n/a,2.96059,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,8,8,2,2,145.625,1.08333,1.14554,1.08121,1.1147,blas_bug,n/a,n/a,n/a,6.77432,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,8,8,2,2,291.1,2.04163,2.07107,1.99721,1.9988,blas_bug,n/a,n/a,n/a,15.4636,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,8,8,2,2,582.2,3.89767,4.38684,3.83817,3.92188,blas_bug,n/a,n/a,n/a,31.6938,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,8,8,2,2,1165.8,7.87344,8.79474,8.11613,7.9125,blas_bug,n/a,n/a,n/a,60.4778,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,8,8,2,2,145.725,1.15833,1.22298,1.1508,1.18227,blas_bug,n/a,n/a,n/a,4.43451,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,8,8,2,2,289.2,2.13191,2.13064,2.06173,2.06653,blas_bug,n/a,n/a,n/a,10.0392,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,8,8,2,2,578.3,3.95984,4.2812,3.86615,3.95197,blas_bug,n/a,n/a,n/a,20.44,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,8,8,2,2,1169,7.95397,8.21803,8.03492,7.73231,blas_bug,n/a,n/a,n/a,42.1083,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,8,8,2,2,2316.9,16.0469,17.1033,15.7812,15.4333,blas_bug,n/a,n/a,n/a,84.75,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,8,8,2,2,288.35,2.27014,2.25225,2.24018,2.18087,blas_bug,n/a,n/a,n/a,7.27101,n/a,n/a,n/a,n/a,n/a,n/a
