wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConvolution,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cI                                                                                                          rFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConvolution,UnrolledInputImplicitInPaddingConvolution,UnrolledInputExplicitOutPaddingConvolution,UnrolledInputExplicitPaddingConvolution,PartiallyUnrolledInputImplicitInPaddingConvolution,VirtuallyUnrolledInputExplicitOutPaddingConvolution,VirtuallyUnrolledInputExplicitPaddingConvolution
64,3,3,128,8,8,2,2,581,4.15207,4.25593,4.11967,3.95984,blas_bug,n/a,n/a,n/a,15.2909,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,8,8,2,2,1154.9,8.13548,8.29508,7.82344,7.72727,blas_bug,n/a,n/a,n/a,31.9875,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,8,8,2,2,2311.3,15.9344,16.6839,15.2242,15.297,blas_bug,n/a,n/a,n/a,61.1444,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,8,8,2,2,4677.3,31.4706,34.1067,30.7824,30.1647,blas_bug,n/a,n/a,n/a,121.28,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,8,8,2,2,580.5,4.52432,4.51982,4.52973,4.36522,blas_bug,n/a,n/a,n/a,13.0667,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,8,8,2,2,1154.3,8.19672,8.29672,8.07581,7.98254,blas_bug,n/a,n/a,n/a,26.055,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,8,8,2,2,2337.8,16.1452,16.2677,15.4424,15.4818,blas_bug,n/a,n/a,n/a,53.48,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,8,8,2,2,4622.3,31.6375,33.9267,29.8706,30.0765,blas_bug,n/a,n/a,n/a,105.98,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,8,8,2,2,9358.4,62.9,69.3125,61.5556,59.5111,blas_bug,n/a,n/a,n/a,210.933,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,8,8,2,2,1166.3,9.04464,9.50566,8.81724,8.72931,blas_bug,n/a,n/a,n/a,23.9619,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,8,8,2,2,2315.5,16.229,16.0719,16.0656,16.1656,blas_bug,n/a,n/a,n/a,49.2,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,8,8,2,2,4628,32.0562,32.7437,30.0529,30.1882,blas_bug,n/a,n/a,n/a,97.2167,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,8,8,2,2,9246.2,62.0556,66.4,59.8111,61.2556,blas_bug,n/a,n/a,n/a,189.8,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,8,8,2,2,18493.4,122.44,138.625,120.38,120.26,blas_bug,n/a,n/a,n/a,378.2,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,16,16,2,2,29.7118,1.09236,1.0915,1.09279,1.08677,blas_bug,n/a,n/a,n/a,7.71385,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,16,16,2,2,59.6667,0.833333,0.817647,0.815661,0.836622,blas_bug,n/a,n/a,n/a,16.9633,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,16,16,2,2,118.88,1.18673,1.21377,1.19547,1.18602,blas_bug,n/a,n/a,n/a,34.0533,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,16,16,2,2,237.867,2.04327,1.95312,1.93876,1.97205,blas_bug,n/a,n/a,n/a,69.25,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,16,16,2,2,475.7,3.75075,3.87752,3.73731,3.80227,blas_bug,n/a,n/a,n/a,137.575,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,16,16,2,2,291.4,2.5551,2.62031,2.55816,2.60777,blas_bug,n/a,n/a,n/a,11.7091,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,16,16,2,2,582.4,4.45841,4.40351,4.46964,4.36348,blas_bug,n/a,n/a,n/a,23.95,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,16,16,2,2,1164.4,8.12419,8.34667,8.24032,8.09194,blas_bug,n/a,n/a,n/a,48.4273,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,16,16,2,2,2329.1,16.0469,16.0063,16.229,16.0531,blas_bug,n/a,n/a,n/a,96.3,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,16,16,2,2,4662.9,31.1235,31.4125,30.3882,30.5588,blas_bug,n/a,n/a,n/a,182.333,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,16,16,2,2,578.7,4.89612,5.039,4.90686,4.97525,blas_bug,n/a,n/a,n/a,16.9733,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,16,16,2,2,1157.1,8.28361,8.89649,8.29672,8.81754,blas_bug,n/a,n/a,n/a,33.3375,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,16,16,2,2,2313.9,16.0531,16.325,15.5455,16.2,blas_bug,n/a,n/a,n/a,67.0875,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,16,16,2,2,4631.8,30.7647,30.7941,30.6,30.9176,blas_bug,n/a,n/a,n/a,129.575,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,16,16,2,2,9266.2,58.5556,62.1222,60.1444,60.1667,blas_bug,n/a,n/a,n/a,261.2,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,16,16,2,2,1153.9,9.54717,9.40926,9.15636,9.42963,blas_bug,n/a,n/a,n/a,26.5474,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,16,16,2,2,2307.3,16.2844,16.4097,16.4613,16.5871,blas_bug,n/a,n/a,n/a,52.6,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,16,16,2,2,4618.6,31.8687,32.025,30.7412,30.5471,blas_bug,n/a,n/a,n/a,102.12,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,16,16,2,2,9244.8,60.3111,61.6889,58.8889,58.4556,blas_bug,n/a,n/a,n/a,209.3,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,16,16,2,2,18496.6,117.18,121.48,116.92,117.62,blas_bug,n/a,n/a,n/a,422.55,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,16,16,2,2,2306.1,17.9103,18.6741,17.6138,18.35,blas_bug,n/a,n/a,n/a,46.5,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,16,16,2,2,4612.9,31.2875,32.7313,32.2062,32.6562,blas_bug,n/a,n/a,n/a,92.4333,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,16,16,2,2,9231.8,61.4111,62.1222,61.1222,61.2222,blas_bug,n/a,n/a,n/a,185.433,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,16,16,2,2,18465.5,123.82,123.56,119.52,119.5,blas_bug,n/a,n/a,n/a,368.5,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,16,16,2,2,36925.2,234.167,242.7,230.867,233.367,blas_bug,n/a,n/a,n/a,737.3,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,16,16,2,2,4619.1,34.52,35.2933,34.6333,35.0067,blas_bug,n/a,n/a,n/a,85.3667,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,16,16,2,2,9249.5,62.85,64.2625,63.1125,63.8,blas_bug,n/a,n/a,n/a,174.033,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,16,16,2,2,18494.9,120.86,123.2,120.48,120.32,blas_bug,n/a,n/a,n/a,344,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,16,16,2,2,36993.4,237.933,244.1,236.033,236.167,blas_bug,n/a,n/a,n/a,686.4,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,16,16,2,2,73983.2,464.2,483.2,465.25,468.6,blas_bug,n/a,n/a,n/a,1362.1,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,32,32,2,2,118.92,2.6288,2.49055,2.6288,2.49055,blas_bug,n/a,n/a,n/a,26.425,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,32,32,2,2,240.7,3.30921,3.29671,3.32914,3.29276,blas_bug,n/a,n/a,n/a,54.31,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,32,32,2,2,475.5,5.3957,5.20937,5.37742,5.19588,blas_bug,n/a,n/a,n/a,105.56,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,32,32,2,2,951.5,9.63462,8.89474,9.46604,9.27778,blas_bug,n/a,n/a,n/a,212.4,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,32,32,2,2,1902.8,16.7133,16.4806,16.3774,16.4129,blas_bug,n/a,n/a,n/a,424.35,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,32,32,2,2,1165.8,11.5932,11.1467,11.5886,11.2311,blas_bug,n/a,n/a,n/a,40.6769,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,32,32,2,2,2329.8,18.3036,18.4036,18.7519,18.4643,blas_bug,n/a,n/a,n/a,80.7714,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,32,32,2,2,4658.1,33.5,33.5125,33.5125,32.8563,blas_bug,n/a,n/a,n/a,159.575,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,32,32,2,2,9316.1,63.4,63.5125,63.8,63.35,blas_bug,n/a,n/a,n/a,311.95,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,32,32,2,2,18646.7,123.64,123.02,123.92,120.58,blas_bug,n/a,n/a,n/a,621.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,32,32,2,2,2315.1,20.316,20.74,20.004,20.4,blas_bug,n/a,n/a,n/a,59.4667,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,32,32,2,2,4627.2,33.8267,34.3267,34.56,34.9533,blas_bug,n/a,n/a,n/a,118.28,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,32,32,2,2,9255,62.5875,63.0875,64.6375,62.6125,blas_bug,n/a,n/a,n/a,235.367,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,32,32,2,2,18522.1,120.98,122.56,122.26,121.64,blas_bug,n/a,n/a,n/a,471.4,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,32,32,2,2,37077.7,235.533,238.2,235.5,233.167,blas_bug,n/a,n/a,n/a,921.8,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,32,32,2,2,4615,38.5077,38.9462,38.2143,38.4714,blas_bug,n/a,n/a,n/a,96.1667,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,32,32,2,2,9226.5,66.45,66.6375,66.5375,65.775,blas_bug,n/a,n/a,n/a,191.967,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,32,32,2,2,18479.5,123.1,125.55,121.8,121.76,blas_bug,n/a,n/a,n/a,382.6,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,32,32,2,2,36989.6,234.567,238.433,237.067,235.7,blas_bug,n/a,n/a,n/a,760.2,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,32,32,2,2,73987,464.95,471.15,462.45,459.05,blas_bug,n/a,n/a,n/a,1462,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,32,32,2,2,9226,76.1571,74.6429,74.5571,72.0571,blas_bug,n/a,n/a,n/a,173.967,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,32,32,2,2,18452.8,129.675,130.425,131.35,128.675,blas_bug,n/a,n/a,n/a,347.5,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,32,32,2,2,36926.7,243.367,244.233,242.867,242.033,blas_bug,n/a,n/a,n/a,683.5,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,32,32,2,2,73827.2,466.85,469.95,471.5,477.6,blas_bug,n/a,n/a,n/a,1376.7,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,32,32,2,2,147699,929.4,940.4,929.2,930.4,blas_bug,n/a,n/a,n/a,2717.9,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,32,32,2,2,18474.3,152.475,144.25,148.95,143.65,blas_bug,n/a,n/a,n/a,329.7,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,32,32,2,2,36982.9,255.95,261.25,257.3,260.4,blas_bug,n/a,n/a,n/a,642,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,32,32,2,2,73954.6,493.5,483.7,475.7,478.15,blas_bug,n/a,n/a,n/a,1281.5,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,32,32,2,2,147907,945.6,943.3,929.4,927.3,blas_bug,n/a,n/a,n/a,2558.1,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,32,32,2,2,295834,1842.2,1861.8,1841.3,1839.6,blas_bug,n/a,n/a,n/a,5102.1,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,64,64,2,2,481.6,11.6442,10.6596,11.7837,10.4542,blas_bug,n/a,n/a,n/a,98.3833,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,64,64,2,2,951.3,15.8031,14.3257,15.8594,14.0306,blas_bug,n/a,n/a,n/a,200.367,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,64,64,2,2,1902.4,24.5571,21.0667,25.285,20.72,blas_bug,n/a,n/a,n/a,378.85,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,64,64,2,2,3806.1,39.4846,36.9643,38.8231,35.0067,blas_bug,n/a,n/a,n/a,743.8,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,64,64,2,2,7611.7,65.575,62.9875,66.0125,63.375,blas_bug,n/a,n/a,n/a,1556.3,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,64,64,2,2,4664,46.2545,42.0583,46.3909,42.4083,blas_bug,n/a,n/a,n/a,153.45,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,64,64,2,2,9319.6,73.4286,72.0125,75.5571,72.5286,blas_bug,n/a,n/a,n/a,304.1,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,64,64,2,2,18632.9,134.1,127.8,133.95,128.55,blas_bug,n/a,n/a,n/a,623.6,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,64,64,2,2,37264.5,251.133,247.767,252.4,246.067,blas_bug,n/a,n/a,n/a,1185,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,64,64,2,2,74612.4,484.35,489,482.2,483.95,blas_bug,n/a,n/a,n/a,2346.2,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,64,64,2,2,9261,83.4667,78.0857,85.6333,78.8571,blas_bug,n/a,n/a,n/a,221.9,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,64,64,2,2,18512.3,138.8,135.225,136.125,136.125,blas_bug,n/a,n/a,n/a,448.95,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,64,64,2,2,37020.8,255.05,252.3,250.3,247.467,blas_bug,n/a,n/a,n/a,905.6,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,64,64,2,2,74116.2,484.5,477.65,478.95,474.65,blas_bug,n/a,n/a,n/a,1744.8,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,64,64,2,2,148266,943.8,943.9,943.9,936.6,blas_bug,n/a,n/a,n/a,3513.6,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,64,64,2,2,18461.6,154.175,144.575,161.075,143.975,blas_bug,n/a,n/a,n/a,371.7,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,64,64,2,2,36916.8,263.6,260.05,263.15,266.7,blas_bug,n/a,n/a,n/a,736.5,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,64,64,2,2,73922.4,492.55,478.7,489.3,484.8,blas_bug,n/a,n/a,n/a,1440.6,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,64,64,2,2,147918,947.8,941.1,932.1,947.4,blas_bug,n/a,n/a,n/a,2889.9,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,64,64,2,2,296000,1847.8,1852,1846.9,1858.7,blas_bug,n/a,n/a,n/a,5761.9,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,64,64,2,2,36898.4,315.75,288,302.2,287.55,blas_bug,n/a,n/a,n/a,682,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,64,64,2,2,73964.3,525.9,513.8,513.6,529.3,blas_bug,n/a,n/a,n/a,1336.4,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,64,64,2,2,147711,977.9,961.5,966.1,964.7,blas_bug,n/a,n/a,n/a,2652.7,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,64,64,2,2,295401,1872.9,1884.7,1871,1865,blas_bug,n/a,n/a,n/a,5328.9,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,64,64,2,2,590606,3664.8,3690.3,3690.5,3686,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,128,128,2,2,1903,49.5636,41.2154,49.8818,41.2769,blas_bug,n/a,n/a,n/a,364.55,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,128,128,2,2,3804.9,65.2125,56.8333,64.7,56.16,blas_bug,n/a,n/a,n/a,722.6,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,128,128,2,2,7609,96.5,84.85,98.6667,83.8667,blas_bug,n/a,n/a,n/a,1439.9,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,128,128,2,2,15224.7,155.9,141.575,155.375,140.75,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,128,128,2,2,30452.4,271,250.5,267.45,256.75,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,128,128,2,2,18654,181.6,169.933,182.3,168.667,blas_bug,n/a,n/a,n/a,566.3,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,128,128,2,2,37282.4,297.95,284.9,297.45,285.9,blas_bug,n/a,n/a,n/a,1135,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,128,128,2,2,74526.8,528.6,531.7,535.6,509.5,blas_bug,n/a,n/a,n/a,2237.1,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,128,128,2,2,149876,1000.9,989,1000.2,981,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,128,128,2,2,298466,1935.7,1922.2,1923.8,1922.7,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,128,128,2,2,37046.6,333.85,302.5,329.55,303.8,blas_bug,n/a,n/a,n/a,843.8,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,128,128,2,2,74042.3,551.4,536.7,556.9,536.2,blas_bug,n/a,n/a,n/a,1690.1,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,128,128,2,2,148082,1004.2,993.5,1013.4,984.3,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,128,128,2,2,299308,1916.5,1909.7,1941.8,1921.9,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,256,256,2,2,7612.2,202.433,167.2,200.133,165.25,blas_bug,n/a,n/a,n/a,1311.4,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,256,256,2,2,15220.3,253.65,222.133,254.5,221.067,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,256,256,2,2,30437.5,399.2,346.45,409.1,350.15,blas_bug,n/a,n/a,n/a,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,blas_bug,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a
