wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConv,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cIrFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConv,UnrolledInputImplicitInPaddingConv,UnrolledInputExplicitOutPaddingConv,UnrolledInputExplicitPaddingConv,PartiallyUnrolledInputImplicitInPaddingConv,PartiallyUnrolledInputExplicitOutPaddingConv,PartiallyUnrolledInputExplicitPaddingConv
128,3,3,3,64,64,2,2,17.7328,0.566818,0.488049,0.523822,0.479846,n/a,n/a,n/a,n/a,20.78,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,64,64,2,2,35.4167,0.8726,0.725,0.892602,0.674764,n/a,n/a,n/a,n/a,47.5227,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,64,64,2,2,70.875,0.871951,0.687157,0.868924,0.686813,n/a,n/a,n/a,n/a,98.125,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,64,64,2,2,38,1.24378,1.19451,1.23214,1.2142,n/a,n/a,n/a,n/a,3.26961,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,64,64,2,2,76.1786,1.49033,1.57053,1.5045,1.62136,n/a,n/a,n/a,n/a,8.2459,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,64,64,2,2,151.875,2.03036,2.002,2.06481,2.006,n/a,n/a,n/a,n/a,21.5313,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,64,64,2,2,303.625,2.92982,2.35094,2.81882,2.36439,n/a,n/a,n/a,n/a,48.7273,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,64,64,2,2,608.5,4,3.30263,3.85769,3.27288,n/a,n/a,n/a,n/a,101.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,64,64,2,2,78.9286,2.12872,2.32407,2.10294,2.28311,n/a,n/a,n/a,n/a,3.77256,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,64,64,2,2,158.813,2.49627,2.49254,2.5641,2.51,n/a,n/a,n/a,n/a,8.75862,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,64,64,2,2,315.875,3.06902,2.98958,3.08129,2.98363,n/a,n/a,n/a,n/a,22.0435,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,64,64,2,2,630.5,5.18557,3.82061,5.18814,3.74813,n/a,n/a,n/a,n/a,49.1364,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,64,64,2,2,1271,7.36029,6.10061,7.22143,5.64045,n/a,n/a,n/a,n/a,101.85,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,64,64,2,2,160.688,4.15289,4.17292,4.07317,4.1343,n/a,n/a,n/a,n/a,4.53153,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,64,64,2,2,320.625,5.0275,4.8149,5.0475,4.82933,n/a,n/a,n/a,n/a,11.2444,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,64,64,2,2,654.5,7.13732,5.55833,6.80068,5.79023,n/a,n/a,n/a,n/a,24.0833,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,64,64,2,2,1286.75,9.85294,7.59091,9.94608,7.68182,n/a,n/a,n/a,n/a,50.625,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,64,64,2,2,2577.75,14.3857,12.1951,14.5429,11.4602,n/a,n/a,n/a,n/a,104.2,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,64,64,2,2,330.125,10.6596,9.93137,10.3214,10.07,n/a,n/a,n/a,n/a,6.95833,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,64,64,2,2,653.75,11.4375,10.9076,11.5511,11.0707,n/a,n/a,n/a,n/a,15.4848,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,64,64,2,2,1311.25,14.6143,12.7813,13.5405,12.6875,n/a,n/a,n/a,n/a,29.9265,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,64,64,2,2,2606.25,20.02,16.3468,19.2596,16.2177,n/a,n/a,n/a,n/a,58.3611,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,64,64,2,2,5252.5,28.2083,23.2045,28.8472,23.4545,n/a,n/a,n/a,n/a,120.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,64,64,2,2,653.75,20.24,20.9167,20.21,20.67,n/a,n/a,n/a,n/a,11.2444,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,64,64,2,2,1350.25,23.4432,22.3804,22.5652,22.1304,n/a,n/a,n/a,n/a,25.9375,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,64,64,2,2,2614,27.6579,25.725,28.1389,25.8,n/a,n/a,n/a,n/a,43.6458,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,64,64,2,2,5246,37.5179,31.5469,37.7321,31.8281,n/a,n/a,n/a,n/a,88.3333,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,64,64,2,2,10508.8,55.075,44.9792,55.7,44.75,n/a,n/a,n/a,n/a,172.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,128,128,2,2,17.6983,0.847881,0.855556,0.860585,0.87807,n/a,n/a,n/a,n/a,19.2308,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,128,128,2,2,35.7143,1.04874,0.965251,1.002,0.978474,n/a,n/a,n/a,n/a,44.4583,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,128,128,2,2,71.6429,1.44236,1.07403,1.38573,1.09279,n/a,n/a,n/a,n/a,92.125,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,128,128,2,2,143.438,2.12606,1.38191,2.1097,1.3587,n/a,n/a,n/a,n/a,188.583,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,128,128,2,2,284.5,4.39035,3.97047,4.44469,3.80114,n/a,n/a,n/a,n/a,380.875,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,128,128,2,2,153.25,7.30435,6.18827,7.14643,6.14939,n/a,n/a,n/a,n/a,20.08,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,128,128,2,2,303.5,8.91667,7.13732,8.96429,7.05986,n/a,n/a,n/a,n/a,44.9375,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,128,128,2,2,604,11.5284,8.70259,10.9239,8.72845,n/a,n/a,n/a,n/a,93.5833,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,128,128,2,2,1220,14.9191,11.9244,15.5758,11.4432,n/a,n/a,n/a,n/a,189.833,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,128,128,2,2,2457,21.125,16.7833,20.85,16.975,n/a,n/a,n/a,n/a,381.375,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,128,128,2,2,319.125,13.6081,12.2024,13.4276,12.0179,n/a,n/a,n/a,n/a,21.9239,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,128,128,2,2,632.5,14.5429,12.9423,14.6429,12.8654,n/a,n/a,n/a,n/a,46.4318,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,128,128,2,2,1273.25,17.5086,14.7574,18.1518,14.7059,n/a,n/a,n/a,n/a,95.4167,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,128,128,2,2,2543.5,23.8214,19.2404,24.0238,19.3173,n/a,n/a,n/a,n/a,192.333,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,128,128,2,2,5088,35.3167,28.5,34.35,27.9583,n/a,n/a,n/a,n/a,386.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,128,128,2,2,642.25,28.9583,25.85,28.5278,25.4875,n/a,n/a,n/a,n/a,23.8095,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,128,128,2,2,1306.5,30.2059,26.6579,29.9706,27.0263,n/a,n/a,n/a,n/a,49.6818,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,128,128,2,2,2596.75,35.6833,30.6324,35.5833,30.5882,n/a,n/a,n/a,n/a,101.5,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,128,128,2,2,5216,46.8409,37.4286,45.9545,36.5714,n/a,n/a,n/a,n/a,197.833,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,128,128,2,2,10385.5,67.3438,52.1,67.7188,52.175,n/a,n/a,n/a,n/a,393.125,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,128,128,2,2,1305.5,50.325,45.125,50.1,44.4375,n/a,n/a,n/a,n/a,30.8971,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,128,128,2,2,2601.75,53.35,48.3409,54.05,48.4545,n/a,n/a,n/a,n/a,62.1667,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,128,128,2,2,5230.5,63.5,54.15,62.8438,54.975,n/a,n/a,n/a,n/a,117.45,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,128,128,2,2,10437.3,90.625,65.5938,89.0417,65.9688,n/a,n/a,n/a,n/a,222,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,128,128,2,2,21001,127.813,95.9583,124.85,93.125,n/a,n/a,n/a,n/a,454.125,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,128,128,2,2,2675.5,95,86.125,94.6667,86.5417,n/a,n/a,n/a,n/a,47.6364,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,128,128,2,2,5241.75,101.5,93.625,101.2,92.375,n/a,n/a,n/a,n/a,98.6667,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,128,128,2,2,10526.8,124.2,105.4,120.6,101.85,n/a,n/a,n/a,n/a,163.625,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,128,128,2,2,21082,168,124.7,165.813,129.563,n/a,n/a,n/a,n/a,317.25,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,128,128,2,2,42107.3,245.583,178.333,240.333,181.417,n/a,n/a,n/a,n/a,627.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,256,256,2,2,70.5625,2.39234,2.27149,2.37204,2.30415,n/a,n/a,n/a,n/a,85.9583,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,256,256,2,2,142.063,3.06902,2.76243,3.05488,2.75962,n/a,n/a,n/a,n/a,178.167,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,256,256,2,2,284.625,6.03012,4.55455,5.77011,4.51126,n/a,n/a,n/a,n/a,359.25,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,256,256,2,2,571.75,15.4773,12.8526,15.4015,12.9872,n/a,n/a,n/a,n/a,723.75,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,256,256,2,2,1135.25,30.5588,27.1842,30.6324,27.3421,n/a,n/a,n/a,n/a,1477.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,256,256,2,2,612.25,37.2143,33.2969,37.4464,33.7333,n/a,n/a,n/a,n/a,89.3333,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,256,256,2,2,1225,42.3542,34.3833,42.0208,34.9167,n/a,n/a,n/a,n/a,183.5,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,256,256,2,2,2428.75,51.9,39.3269,52.075,40.4808,n/a,n/a,n/a,n/a,366.25,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,256,256,2,2,4879,70.9375,48.0909,71.7143,48.8409,n/a,n/a,n/a,n/a,752.5,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,256,256,2,2,9824.25,104.55,66.4063,104.55,65.0938,n/a,n/a,n/a,n/a,1494.5,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,256,256,2,2,1290.75,60.6667,50.95,60.2222,50.875,n/a,n/a,n/a,n/a,92.3333,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,256,256,2,2,2554,69.2188,54.175,68.8125,54.6,n/a,n/a,n/a,n/a,185.25,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,256,256,2,2,5108.25,87.125,63.5,86.875,61.0833,n/a,n/a,n/a,n/a,370.625,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,256,256,2,2,10197,116.8,74.9643,115.8,74.8214,n/a,n/a,n/a,n/a,746.75,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,256,256,2,2,20550.3,170.5,105.8,168.917,104.1,n/a,n/a,n/a,n/a,1498.25,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,256,256,2,2,2594.75,126.375,103.5,124.8,103.65,n/a,n/a,n/a,n/a,95.75,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,256,256,2,2,5163,142,107.65,141.875,111.05,n/a,n/a,n/a,n/a,198.417,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,256,256,2,2,10327.5,171.75,120.65,170.333,122.6,n/a,n/a,n/a,n/a,375.125,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,256,256,2,2,20729.8,223.083,145.25,220.417,146.5,n/a,n/a,n/a,n/a,761,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,256,256,2,2,41579,326.375,199.167,312.75,202.167,n/a,n/a,n/a,n/a,1524.75,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,256,256,2,2,5254.25,226.417,183.083,225.75,177.417,n/a,n/a,n/a,n/a,115.9,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,256,256,2,2,10497.3,260.5,195.083,258,189.333,n/a,n/a,n/a,n/a,240.167,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,256,256,2,2,21011.3,315.625,215.583,308.625,213.5,n/a,n/a,n/a,n/a,434.25,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,256,256,2,2,42009.5,397.5,259.375,398.625,263.25,n/a,n/a,n/a,n/a,857.25,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,256,256,2,2,84029.8,578.75,368.125,568,359.25,n/a,n/a,n/a,n/a,1755.75,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,256,256,2,2,10535.5,439.875,356.25,434.25,356.5,n/a,n/a,n/a,n/a,182.667,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,256,256,2,2,20989.5,504.75,376.875,495.5,376.75,n/a,n/a,n/a,n/a,364,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,256,256,2,2,42094.5,607.25,428.75,600.5,427.75,n/a,n/a,n/a,n/a,634.75,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,256,256,2,2,84411.3,756,514.25,767.75,514.5,n/a,n/a,n/a,n/a,1279,n/a,n/a,n/a,n/a,n/a,n/a
