wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConv,UnrolledInputConv_rIrFrO,UnrolledInputConv_rIrFcO,UnrolledInputConv_rIfFrO,UnrolledInputConv_rIfFcO,UnrolledInputConv_cIrFrO,UnrolledInputConv_cIrFcO,UnrolledInputConv_cIfFrO,UnrolledInputConv_cIfFcO,UnrolledOutputConv,UnrolledInputImplicitInPaddingConv,UnrolledInputExplicitOutPaddingConv,UnrolledInputExplicitPaddingConv,PartiallyUnrolledInputImplicitInPaddingConv,VirtuallyUnrolledInputExplicitOutPaddingConv,VirtuallyUnrolledInputExplicitPaddingConv
128,3,3,128,8,8,2,2,284.8,58.05,60.3,57.45,55.45,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,8,8,2,2,569.7,110.7,116.9,110.4,108,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,8,8,2,2,1139.1,220.7,235.3,219,214.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,8,8,2,2,149.3,29.475,33.15,29.725,31.525,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,8,8,2,2,306.2,58.45,62,58.85,59.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,8,8,2,2,592.9,112.2,125.2,113.7,112.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,8,8,2,2,1181,221.7,238.2,221.5,220.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,8,8,2,2,2356.8,437.4,477,435.1,434.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,8,8,2,2,284.5,58,65.7,58.8,62.85,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,8,8,2,2,633.8,116.5,123.6,117.6,117,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,8,8,2,2,1250,226.4,241.8,228.9,226,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,8,8,2,2,2540,442.6,477.2,451.5,441.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,8,8,2,2,5019.2,898.8,958.1,873.2,873.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,16,16,2,2,3.82222,1.20357,1.344,1.20357,1.325,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,16,16,2,2,7.61429,2.29545,2.58462,2.33023,2.59231,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,16,16,2,2,15.4143,5.135,5.27368,5.15,5.18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,16,16,2,2,40.6333,10.3,10.42,10.25,10.26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,16,16,2,2,86.25,20.14,20.62,20,20.34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,16,16,2,2,42.9,13.375,15.7571,13.3625,15.3714,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,16,16,2,2,90.1,26.55,29.05,26.6,28.375,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,16,16,2,2,259.5,53.75,55,53.8,53.85,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,16,16,2,2,561.5,106,108.4,105.7,114.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,16,16,2,2,1129.7,209.4,215.7,209.3,209.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,16,16,2,2,94.45,27.975,31.125,30.025,30.525,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,16,16,2,2,273.1,59.55,57.4,54.35,56.45,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,16,16,2,2,570.4,107.1,109.5,107.4,107,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,16,16,2,2,1139.9,209.7,214.6,209.5,209.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,16,16,2,2,2266,415.5,428,414,414.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,16,16,2,2,270.3,56.65,62.05,56.95,60.65,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,16,16,2,2,594.4,110.3,114.6,119.9,113.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,16,16,2,2,1119.5,216.1,219.1,216.2,214.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,16,16,2,2,2250.1,421.1,433.8,422.1,421.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,16,16,2,2,4534.2,834.8,863,830.4,831.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,16,16,2,2,613.9,113.6,123.7,113.4,121.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,16,16,2,2,1223.2,222.2,228.5,222.9,224.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,16,16,2,2,2327.4,433.2,441.2,433.8,431.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,16,16,2,2,4662.7,844.7,862.4,842.4,838.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,16,16,2,2,9353.8,1672.4,1750.1,1675.1,1664.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,16,16,2,2,1299.9,226.3,251.3,228.1,244,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,16,16,2,2,2533.7,449,460.9,448.9,450.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,16,16,2,2,5066.8,870.8,882.2,880.1,867,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,16,16,2,2,10140.9,1728.6,1755.8,1692.2,1683.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,16,16,2,2,20277.2,3341.5,3441.6,3344.7,3339.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,32,32,2,2,15.2857,5.72778,6.10588,5.72778,6.08235,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,32,32,2,2,30.5,10.33,11.04,10.38,11.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,32,32,2,2,61.7,20.92,20.88,20.88,22.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,32,32,2,2,163.9,41.0667,40.7333,41.3333,40.3333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,32,32,2,2,346,79.25,79.85,79.45,79.65,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,32,32,2,2,174.1,52.6,61.1,52.55,60.55,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,32,32,2,2,361.9,104.3,112.2,104.2,111.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,32,32,2,2,1012.6,212.6,215.6,214.9,213.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,32,32,2,2,2266.9,416.7,419.7,415.9,416.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,32,32,2,2,4471.8,821.3,831.5,822.3,823,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,32,32,2,2,374.7,109.3,128.2,109.4,120.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,32,32,2,2,1006.3,214.2,222.1,215.1,220.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,32,32,2,2,2320,426,425.9,423.1,425.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,32,32,2,2,4602.2,828.8,833.4,827.8,830.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,32,32,2,2,8942,1636.8,1652.3,1636.5,1640.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,32,32,2,2,1060.3,225.5,241.9,225.6,239.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,32,32,2,2,2359.6,446.8,447.9,436,441.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,32,32,2,2,4730.5,855.9,856.5,873.6,852.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,32,32,2,2,9048.5,1678,1679.7,1671.9,1668.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,32,32,2,2,17993.3,3312,3348,3288.3,3299.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,32,32,2,2,2464.7,450.7,483,449.6,480.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,32,32,2,2,4668.9,884,895.1,885.2,887.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,32,32,2,2,9329.2,1739,1738.7,1728,1699.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,32,32,2,2,18714.6,3374.9,3380.4,3342.4,3325.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,32,32,2,2,37426.9,6581.8,6659.7,6591,6576.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,32,32,2,2,5234.5,907.1,973.5,906.9,980.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,32,32,2,2,10203.2,1782.9,1795,1786.2,1774.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,32,32,2,2,20373,3446.6,3462.7,3432.4,3416.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,32,32,2,2,40667.4,6693.4,6727.6,6717.8,6672.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,32,32,2,2,81186.2,13218.3,13374.9,13247.7,13263,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,64,64,2,2,61.2,23.04,24.5,23.1,24.42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,64,64,2,2,122.2,41.4333,46.8667,41.8667,44.1333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,64,64,2,2,249.8,83.6,82.8,83.35,83,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,64,64,2,2,654.2,163.5,162.1,163.7,162.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,64,64,2,2,1386.8,318,319.7,324.8,319.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,64,64,2,2,693.5,212.9,244.2,224.5,243.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,64,64,2,2,1448.8,417.6,447.5,426.7,446.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,64,64,2,2,4264.9,850.6,855.4,849.9,853.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,64,64,2,2,9125.7,1667.7,1668.2,1659.2,1667.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,64,64,2,2,18212.6,3312.3,3296.9,3275.4,3318.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,64,64,2,2,1514.1,438.5,482,436.1,479.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,64,64,2,2,4336.3,832.3,889.5,831.5,883.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,64,64,2,2,9205.7,1693.9,1696.4,1694.9,1692,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,64,64,2,2,18417.3,3312.4,3346.3,3312.9,3316.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,64,64,2,2,35556.4,6582.3,6560.2,6533.5,6552.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,64,64,2,2,4497.9,905.6,1004,892,1006.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,64,64,2,2,9485.1,1710.9,1864.6,1677.5,1869,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,64,64,2,2,18881.6,3596.2,3567.4,3596.8,3549.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,64,64,2,2,36086.6,6990.1,6985,7004.1,6951,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,64,64,2,2,72121.5,13136.1,13146.5,13056.8,13057,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,64,64,2,2,9829.7,1792.9,1944.2,1777.1,1939.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,64,64,2,2,19524.3,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,64,64,2,2,37239.7,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,64,64,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,64,64,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,64,64,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,128,128,2,2,244.3,91.8,97.35,92.3,97.15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,128,128,2,2,488.4,164.9,175.5,165.3,176.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,128,128,2,2,998.9,333.1,340.1,333.5,331.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,128,128,2,2,2605.2,664.1,645.9,649.2,645.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,128,128,2,2,7303.5,1653.2,1690.2,1680.2,1664.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,128,128,2,2,2818.6,842.1,938.7,842.3,937.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,128,128,2,2,5836.1,1662.3,1741.1,1667.1,1738.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,128,128,2,2,17096.2,3218.6,3263.4,3234.5,3256.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,128,128,2,2,36712.6,6323.7,6379.7,6353.9,6341,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,128,128,2,2,5973.7,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,128,128,2,2,15711.7,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,512,128,128,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,3,256,256,2,2,980.2,367.4,389.2,375.5,390.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,3,256,256,2,2,2009.8,664.2,706.1,662.1,704.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,3,256,256,2,2,3965.1,1334.5,1333.5,1333.5,1345.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,3,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,3,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,32,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,64,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,128,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
512,3,3,256,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
32,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
64,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
128,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
256,3,3,512,256,256,2,2,mem,mem,mem,mem,mem,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a